,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,category,wnsynset,wnsynsetkey,up,front,aligned.minPoint,aligned.maxPoint,aligned.dims,isCornerPiece
135,241,range_hood,kitchen_appliance,2.0,otherprop,kitchen_appliance/range_hood/__SYM_REFLECT_LR,n04053677,range_hood.n.01,,,-30.000002/0.5938492/-25.278198,30.000002/83.51/25.721802,60.000004/82.91615/51.0,
136,242,fireplace,fireplace,2.0,otherstructure,fireplace/__SYM_REFLECT_LR,n03346455,fireplace.n.01,,,-109.0/2.1362305E-4/-33.0,109.0/262.793/33.0,218.0/262.7928/66.0,
137,243,bottle,kitchenware,2.0,otherprop,kitchenware/bottle/drink/__SYM_ROTATE_UP_INF,n02876657,bottle.n.01,,,-3.0/0.035858154/-3.0,3.0/29.519299/3.0,6.0/29.48344/6.0,
138,244,glass,kitchenware,2.0,otherprop,kitchenware/glass/__SYM_ROTATE_UP_INF,n03438257,glass.n.02,,,-3.9500003/0.1585617/-3.8433201,3.9500098/20.0799/3.8433201,7.90001/19.921339/7.6866403,
139,245,cutting_board,kitchenware,2.0,otherprop,kitchenware/cutting_board/food,n03025513,chopping_board.n.01,,,-22.4248/-9.536743E-7/-12.4741,22.4248/14.082199/12.4741,44.8496/14.0822/24.9482,
140,246,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-40.0541/0.0/-5.9999886,39.9459/225.3/55.0,80.0/225.3/60.99999,
141,246_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-40.0541/0.0/-5.9999905,39.9459/225.3/5.10001,80.0/225.3/11.1,
142,246_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-40.0541/0.0/-5.9999905,39.9459/225.3/5.10001,80.0/225.3/11.1,
143,247,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-40.0541/0.0/-5.9999924,39.9459/225.3/55.0,80.0/225.3/60.999992,
144,247_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-40.0541/0.0/-6.0,39.9459/225.3/5.10001,80.0/225.3/11.10001,
145,247_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-40.0541/4.9999847/-5.9999905,39.9459/225.3/5.10001,80.0/220.30002/11.1,
146,248,shelving,shelving,2.0,shelves,shelving,n04190052,shelf.n.01,,,-93.4956/-0.0012359619/-25.0,71.5044/199.935/25.0,165.0/199.93623/50.0,
147,249,straight_chair,chair,2.0,chair,chair/straight_chair/__SYM_REFLECT_LR,n04331277,straight_chair.n.01,,,-26.7065/-7.6293945E-6/-29.1463,26.7065/113.048004/28.6687,53.413/113.04801/57.815,
148,250,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2.0,counter,hanging_kitchen_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-40.0006/0.44519043/-22.912102,40.0006/69.1946/22.940498,80.0012/68.74941/45.8526,
149,251,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2.0,counter,hanging_kitchen_cabinet/__SYM_REFLECT_C2/__CORNER_C2,n02933112,cabinet.n.01,,,-61.8102/0.4451828/-62.523506,63.3977/69.1946/62.0263,125.2079/68.74942/124.549805,1.0
150,252,dining_table,table,2.0,table,table/dining_table/__SYM_ROTATE_UP_2,n03201208,dining_table.n.01,,,-78.0945/0.0/-41.8241,78.0945/75.0/41.8242,156.189/75.0/83.6483,
151,253,stairs,stairs,1.0,floor,stairs,n04314914,step.n.04,,,-90.6093/0.0/-139.89398,89.3907/329.833/140.331,180.0/329.833/280.22498,
152,254,stairs,stairs,1.0,floor,stairs,n04314914,step.n.04,,,-84.0/-0.5/-84.0,84.0/361.21298/84.0,168.0/361.71298/168.0,
153,255,straight_chair,chair,2.0,chair,chair/straight_chair/__SYM_REFLECT_LR,n04331277,straight_chair.n.01,,,-22.5/0.0/-19.5102,22.5/112.979/25.443703,45.0/112.979/44.953903,
154,256,table_lamp,indoor_lamp,2.0,lamp,indoor_lamp/table_lamp/__SYM_REFLECT_LR,n04380533,table_lamp.n.01,,,-7.81226/0.088897705/-14.1826,7.81226/47.9667/12.6222,15.62452/47.877804/26.8048,
155,257,picture_frame,picture_frame,2.0,picture,picture_frame/__SYM_REFLECT_LR_APPROX,n03931765,picture_frame.n.01,,,-7.5000005/0.00998497/-2.4154398,7.5000005/12.1287/6.02989,15.000001/12.118715/8.44533,
156,258,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-10.9402/0.0/-10.9402,10.9402/54.986603/10.9402,21.8804/54.986603/21.8804,
157,259,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-96.6593/0.0/-50.906906,96.6593/79.5878/49.998398,193.3186/79.5878/100.905304,
158,260,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-104.99999/0.009384155/-53.500004,104.99999/74.3228/53.500004,209.99998/74.313416/107.00001,
159,261,armchair,chair,2.0,sofa,chair/armchair/sofa_chair/__SYM_REFLECT_LR,n03262932,easy_chair.n.01,,,-65.5/0.0/-50.906906,65.5/79.5878/49.998398,131.0/79.5878/100.905304,
160,262,armchair,chair,2.0,sofa,chair/armchair/sofa_chair/__SYM_REFLECT_LR,n03262932,easy_chair.n.01,,,-52.999996/0.009384155/-54.503403,52.999996/74.3228/54.5,105.99999/74.313416/109.0034,
161,263,ironing_board,household_appliance,2.0,otherprop,household_appliance/ironing_board/__SYM_REFLECT_FB_APPROX,n03586090,ironing_board.n.01,,,-77.6118/0.010910034/-22.0,79.35411/81.339005/22.0,156.96591/81.328094/44.0,
162,264,range_oven,kitchen_appliance,2.0,otherprop,kitchen_appliance/range_oven/__SYM_REFLECT_LR_APPROX,n04330340,stove.n.01,,,-34.5/0.0/-31.930801,34.5/85.6546/26.9991,69.0/85.6546/58.9299,
163,265,beer,kitchenware,2.0,otherprop,kitchenware/beer/drink/__SYM_ROTATE_UP_2,n07886849,beer.n.01,,,-14.9382/0.07160187/-10.939,14.9382/34.8446/10.939,29.8764/34.773/21.878,
164,266,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-40.0/1.5258789E-5/-27.571602,40.0/209.99998/27.5,80.0/209.99997/55.0716,
165,267,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet,n02933112,cabinet.n.01,,,-21.5/1.5258789E-5/-27.571602,21.5/209.99998/27.5,43.0/209.99997/55.0716,
166,268,shelving,shelving,2.0,shelves,shelving/__CORNER_C2/__SYM_REFLECT_C2,n04190052,shelf.n.01,,,-27.4427/0.0/-27.5,27.5573/210.01599/27.5001,55.0/210.01599/55.0001,1.0
167,269,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_C2_APPROX/__CORNER_C2,n02933112,cabinet.n.01,,,-41.0/0.0/-41.0,41.0/209.99998/41.0,82.0/209.99998/82.0,1.0
168,270,bunker_bed,bed,2.0,bed,bed/bunker_bed,n02818832,bed.n.01,,,-95.0/0.0/-53.0972,95.0/182.609/57.0,190.0/182.609/110.0972,
169,271,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet,n02933112,cabinet.n.01,,,-65.0/0.0/-25.9599,65.0/180.0/26.0,130.0/180.0/51.9599,
170,272,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-44.0/0.0/-25.9599,44.0/180.0/26.0,88.0/180.0/51.9599,
171,273,desk,desk,2.0,desk,desk,n03179701,desk.n.01,,,-45.0/0.0/-40.0,45.0/66.9973/40.0,90.0/66.9973/80.0,
172,274,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-45.0/2.2888184E-5/-18.435402,45.0/74.0/18.5,90.0/73.99998/36.935402,
173,275,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-122.487/0.546463/-6.5005503,122.487/210.239/6.38741,244.974/209.69254/12.88796,
174,276,blinds,curtain,2.0,blinds,curtain/blinds/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-118.298996/0.05784607/-9.98435,118.298996/208.868/9.67436,236.59799/208.81015/19.65871,
175,277,straight_chair,chair,2.0,chair,chair/straight_chair/__SYM_REFLECT_LR,n04331277,straight_chair.n.01,,,-23.05/-0.0071258545/-26.7905,23.05/82.8909/24.534801,46.1/82.898026/51.325302,
176,278,loudspeaker,music,2.0,otherprop,music/loudspeaker/__SYM_REFLECT_LR,n03691459,loudspeaker.n.01,,,-18.3426/0.0/-18.3426,18.3426/96.9871/18.3426,36.6852/96.9871/36.6852,
177,279,switch,switch,2.0,night_stand,switch/__SYM_REFLECT_LR,n04372370,switch.n.01,,,-3.5/0.060750484/-2.5,3.5/7.06075/2.5,7.0/6.9999995/5.0,
178,280,switch,switch,2.0,picture,switch/__SYM_REFLECT_LR,n04372370,switch.n.01,,,-3.5/0.060750484/-2.4997597,3.5/7.06075/2.5,7.0/6.9999995/4.9997597,
179,281,short_kitchen_cabinet,kitchen_cabinet,2.0,counter,kitchen_cabinet/short_kitchen_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-30.000002/1.296997E-4/-33.0,30.000002/78.0/33.0,60.000004/77.99987/66.0,
180,282,short_kitchen_cabinet,kitchen_cabinet,2.0,counter,kitchen_cabinet/short_kitchen_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-30.000002/1.296997E-4/-33.0,30.000002/78.0/33.0,60.000004/77.99987/66.0,
181,283,range_oven,kitchen_cabinet,2.0,counter,kitchen_cabinet/range_oven/__SYM_REFLECT_LR_APPROX,n04330340,stove.n.01,,,-45.0/1.296997E-4/-33.0,45.0/78.0/33.0,90.0/77.99987/66.0,
182,284,short_kitchen_cabinet,kitchen_cabinet,2.0,counter,kitchen_cabinet/short_kitchen_cabinet/__SYM_REFLECT_C2/__CORNER_C2,n02933112,cabinet.n.01,,,-63.0179/1.296997E-4/-62.969597,62.999496/78.0/62.999702,126.017395/77.99987/125.9693,1.0
183,285,kitchen_sink,kitchen_cabinet,2.0,counter,kitchen_cabinet/kitchen_sink/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-59.9999/1.296997E-4/-33.0,60.0001/103.839005/33.0,120.0/103.838875/66.0,
184,286,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2.0,counter,hanging_kitchen_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-30.000002/0.0/-21.8989,30.000002/77.0002/21.5,60.000004/77.0002/43.3989,
185,287,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2.0,counter,hanging_kitchen_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-30.000002/0.0/-21.8989,30.000002/77.0002/21.5,60.000004/77.0002/43.3989,
186,288,tall_kitchen_cabinet,kitchen_cabinet,2.0,counter,kitchen_cabinet/tall_kitchen_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-30.000002/0.0/-32.398895,30.000002/197.0/31.999998,60.000004/197.0/64.398895,
187,289,tall_kitchen_cabinet,kitchen_cabinet,2.0,counter,kitchen_cabinet/tall_kitchen_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-30.000002/0.0/-32.308395,30.000002/197.0/31.999998,60.000004/197.0/64.308395,
188,290,short_kitchen_cabinet,kitchen_cabinet,2.0,counter,kitchen_cabinet/short_kitchen_cabinet/__SEC_END,n02933112,cabinet.n.01,,,-22.0009/1.296997E-4/-33.0,22.0/78.0/33.0,44.0009/77.99987/66.0,
189,291,short_kitchen_cabinet,kitchen_cabinet,2.0,counter,kitchen_cabinet/short_kitchen_cabinet/__SEC_END,n02933112,cabinet.n.01,,,-22.0/1.296997E-4/-33.0,22.0009/78.0/33.0,44.0009/77.99987/66.0,
190,292,shoes_cabinet,shoes_cabinet,2.0,cabinet,shoes_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-40.0/0.0/-20.0,40.0/45.0/20.0,80.0/45.0/40.0,
191,293,shelving,shelving,2.0,shelves,shelving/__SYM_ROTATE_UP_2_APPROX,n04190052,shelf.n.01,,,-57.5/0.0/-17.5,57.5/162.0/17.5,115.0/162.0/35.0,
192,294,desk,desk,2.0,desk,desk/__SYM_REFLECT_C1_APPROX/__CORNER_C1,n03179701,desk.n.01,,,-78.933105/0.0/-78.756,79.0302/80.0/79.23329,157.9633/80.0/157.98929,1.0
193,295,kitchen_sink,kitchen_cabinet,2.0,counter,kitchen_cabinet/kitchen_sink/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-30.000002/1.296997E-4/-33.0,30.000002/103.48801/33.0,60.000004/103.48788/66.0,
194,311,nightstand,stand,2.0,night_stand,stand/nightstand/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-27.5001/0.0/-26.4128,27.5/50.0/27.551498,55.0001/50.0/53.9643,
195,312,nightstand,stand,2.0,night_stand,stand/nightstand/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-30.000002/0.06481552/-24.9826,30.000002/49.8236/24.9826,60.000004/49.758785/49.9652,
196,313,clock,clock,2.0,otherprop,clock,n03046257,clock.n.01,,,-14.0/0.18436241/-1.40381,14.0/27.815601/1.3961902,28.0/27.631239/2.8000002,
197,314,mirror,mirror,2.0,mirror,mirror,n03773035,mirror.n.01,,,-31.0/0.0/-7.5000005,31.0001/100.0/7.5000005,62.0001/100.0/15.000001,
198,315,nightstand,stand,2.0,night_stand,stand/nightstand/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-24.990099/0.0/-20.4947,24.990099/76.0/20.4947,49.980198/76.0/40.9894,
199,316,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2.0,otherprop,hanging_kitchen_cabinet,n02933112,cabinet.n.01,,,-18.0/104.0/-11.0005,18.0001/200.00009/11.0005,36.0001/96.00009/22.001,
200,317,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2.0,otherprop,hanging_kitchen_cabinet,n02933112,cabinet.n.01,,,-18.0001/104.0/-11.0005,18.0/200.00009/11.0005,36.0001/96.00009/22.001,
201,318,nightstand,stand,2.0,night_stand,stand/nightstand/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-21.0/0.0/-23.2859,21.0/52.932503/23.2733,42.0/52.932503/46.5592,
202,319,books,books,2.0,books,books,n02870526,book.n.11,,,-9.5/0.0/-11.1224,9.5/30.050901/10.8776,19.0/30.050901/22.0,
203,320,books,books,2.0,books,books,n02870526,book.n.11,,,-15.0509/-0.14933395/-9.353991,15.000001/21.9039/9.353979,30.050901/22.053234/18.70797,
204,321,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-116.9892/0.008903503/-52.487396,116.9892/95.37421/52.512596,233.9784/95.3653/104.99999,
205,322,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR_APPROX,n03964744,plaything.n.01,,,-14.5/-4.7683716E-7/-8.50952,14.5/6.90286/8.49865,29.0/6.9028606/17.00817,
206,323,person,person,2.0,person,person/__pose_sit/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,0/1/0,0/0/-1,-27.707901/-0.054992676/-34.5746,29.7967/145.91629/36.2184,57.5046/145.97128/70.793,
207,324,person,person,2.0,person,person/__pose_stand/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-26.5755/-0.044906616/-14.6265,26.5755/180.05031/15.3595,53.151/180.09521/29.986,
208,325,person,person,2.0,person,person/__pose_lie/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,0/1/0,-1/0/0,-90.989296/0.6255646/-34.6557,90.4687/50.1903/34.449203,181.458/49.564735/69.104904,
209,326,double_hinge_door,door,2.0,door,door/double_hinge_door/__SYM_REFLECT_LR_APPROX,n03221720,door.n.01,0/1/0,0/0/1,-100.0/0.0/-47.5506,100.0/265.0048/47.4494,200.0/265.0048/95.0,
210,327,double_hinge_door,door,2.0,door,door/double_hinge_door/__SYM_REFLECT_LR_APPROX,n03221720,door.n.01,,,-107.8951/0.0/-39.345596,108.1049/265.0048/60.7585,216.0/265.0048/100.104095,
211,328,partition,partition,1.0,otherstructure,partition/__SYM_ROTATE_UP_2,n03894379,partition.n.01,,,-100.0/0.07046509/-1.0,100.0/265.07/1.00001,200.0/264.99954/2.00001,
212,329,partition,partition,1.0,otherstructure,partition/__SYM_ROTATE_UP_2,n03894379,partition.n.01,,,-199.98999/0.07046509/-1.0,200.0/265.07/1.00001,399.99/264.99954/2.00001,
213,330,partition,partition,1.0,otherstructure,partition/__SYM_ROTATE_UP_2,n03894379,partition.n.01,,,-300.11102/0.07046509/-1.0,299.98096/265.07/1.00001,600.092/264.99954/2.00001,
214,331,double_hinge_door,door,2.0,door,door/double_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-108.0468/0.0/-54.005203,99.9532/265.0047/53.994797,208.0/265.0047/108.0,
215,333,person,person,2.0,person,person/__pose_sit/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,0/1/0,0/0/-1,-35.4784/18.787994/-68.5851,35.6679/131.5001/68.1871,71.1463/112.71211/136.7722,
216,334,fireplace,fireplace,2.0,otherstructure,fireplace/__SYM_REFLECT_LR,n03346455,fireplace.n.01,,,-43.042/0.0/-18.9184,43.042/92.996/18.9184,86.084/92.996/37.8368,
217,335,office_chair,chair,2.0,chair,chair/office_chair/__SYM_REFLECT_LR,n04373704,swivel_chair.n.01,,,-31.0/0.0259552/-30.029198,31.0/104.076004/29.9622,62.0/104.05005/59.991398,
218,336,chair,chair,2.0,chair,chair/__SYM_REFLECT_LR,n4388537,tablet-armed_chair.n.01,,,-35.0/0.1521759/-37.852203,35.0/99.818596/37.5775,70.0/99.66642/75.4297,
219,337,gym_equipment,gym_equipment,2.0,otherprop,gym_equipment/__SYM_REFLECT_LR,n04285146,sports_equipment.n.01,,,-75.0/0.0/-61.994904,75.0/100.46001/61.964798,150.0/100.46001/123.9597,
220,338,gym_equipment,gym_equipment,2.0,otherprop,gym_equipment/__SYM_REFLECT_LR,n04285146,sports_equipment.n.01,,,-25.999298/0.0037612915/-45.0084,25.996899/127.784004/44.915306,51.996197/127.78024/89.923706,
221,339,gym_equipment,gym_equipment,2.0,otherprop,gym_equipment/__SYM_REFLECT_LR,n04285146,sports_equipment.n.01,,,-31.0/0.0/-65.0,31.0/126.549/64.9989,62.0/126.549/129.9989,
222,340,chessboard,toy,2.0,otherprop,toy/chessboard/__SYM_ROTATE_UP_4,n03014317,chessboard.n.01,,,-25.0/-9.536743E-7/-25.0,25.0/12.9807/25.0,50.0/12.9807005/50.0,
223,341,fish_tank,toy,2.0,otherprop,toy/fish_tank/__SYM_REFLECT_LR,n02732072,aquarium.n.01,,,-50.113796/0.0/-30.000002,50.113796/150.0/30.000002,100.22759/150.0/60.000004,
224,342,fishbowl,toy,2.0,otherprop,toy/fishbowl/__SYM_ROTATE_UP_3,n03350204,fishbowl.n.02,,,-20.0/8.31604E-4/-20.0,20.0/36.995598/20.0,40.0/36.994766/40.0,
225,343,kettle,kitchenware,2.0,otherprop,kitchenware/kettle/__SYM_REFLECT_LR,n03612814,kettle.n.01,,,-6.5/0.0/-10.4821,6.5/20.941/10.4685,13.0/20.941/20.9506,
226,344,kettle,kitchenware,2.0,otherprop,kitchenware/kettle/__SYM_REFLECT_LR,n03612814,kettle.n.01,,,-10.5/0.0/-13.037201,10.5/25.796/12.962801,21.0/25.796/26.000002,
227,345,playstation,toy,2.0,otherprop,toy/playstation,n03964744,plaything.n.01,,,-14.497399/-9.536743E-7/-14.499701,14.497399/11.3837/14.499701,28.994799/11.383701/28.999401,
228,346,person,person,2.0,person,person/__pose_lie/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,0/1/0,-1/0/0,-91.47189/1.0529785/-29.245201,91.0025/55.243702/29.0075,182.4744/54.190723/58.2527,
229,347,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-33.8947/0.005027771/-41.0345,33.8947/99.9654/40.9896,67.7894/99.96037/82.0241,
230,348,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-38.988/0.036323547/-42.4386,38.988/80.1907/42.5614,77.976/80.15437/85.0,
231,349,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-40.0/0.0033721924/-46.0688,40.0/77.843796/46.0744,80.0/77.84042/92.1432,
232,350,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-101.0/0.0/-48.9733,101.0/86.6353/49.0267,202.0/86.6353/98.0,
233,351,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-29.9996/-6.942749E-4/-33.1753,29.9996/109.924995/33.8247,59.9992/109.92569/67.0,
234,352,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-25.457298/0.0/-35.3437,25.457298/94.7761/21.916801,50.914597/94.7761/57.2605,
235,353,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR_APPROX,n03964744,plaything.n.01,,,-29.822598/45.3274/-30.0026,29.822498/92.0178/29.9974,59.645096/46.6904/60.0,
236,354,headstone,headstone,2.0,otherprop,headstone,n03455488,gravestone.n.01,,,-30.000002/0.0/-4.955469,30.000002/97.9729/5.0,60.000004/97.9729/9.955469,
237,355,coffin,coffin,2.0,sofa,coffin/__SYM_REFLECT_LR_APPROX,n03064758,coffin.n.01,,,-40.0/-3.8146973E-6/-110.0,40.0/34.5993/110.002014,80.0/34.599304/220.00201,
238,356,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR,n03964744,plaything.n.01,,,-5.0/0.0/-2.49842,5.0/111.085/2.50159,10.0/111.085/5.00001,
239,357,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR,n03964744,plaything.n.01,,,-5.0/0.0/-2.49842,5.0/111.085/2.50159,10.0/111.085/5.00001,
240,358,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR,n03964744,plaything.n.01,,,-5.0/0.0/-2.49842,5.0/111.085/2.50159,10.0/111.085/5.00001,
241,359,toy,toy,2.0,otherprop,toy/__SYM_ROTATE_UP_INF,n03964744,plaything.n.01,,,-20.0/-0.33709717/-20.0,20.0/145.9299/20.0,40.0/146.267/40.0,
242,360,sofa,sofa,2.0,otherprop,sofa/__SYM_REFLECT_LR_APPROX,n04256520,sofa.n.01,,,-108.029/0.0/-58.136303,107.971/89.2209/58.863598,216.0/89.2209/116.9999,
243,361,garage_door,garage_door,2.0,door,garage_door/__SYM_REFLECT_LR,,,,,-150.0/0.0/-260.624,150.0/250.0/10.000511,300.0/250.0/270.6245,
244,361_0,,,,,garage_door/__SYM_REFLECT_LR,,,,,-150.0/0.0/-260.624,150.0/250.0/10.000496,300.0/250.0/270.62448,
245,362,decoration,decoration,2.0,otherprop,decoration,n03169390,decoration.n.01,,,-200.211/185.66774/-0.58280003,200.0/221.8621/0.3983,400.211/36.194366/0.9811,
246,363,motorcycle,vehicle,2.0,otherprop,vehicle/motorcycle/__SYM_REFLECT_LR_APPROX,n03790512,motorcycle.n.01,0/1/0,0/0/-1,-43.95/-0.0046081543/-119.459,43.95/115.80499/117.071,87.9/115.8096/236.53,
247,364,car,vehicle,2.0,otherprop,vehicle/car/__SYM_REFLECT_LR_APPROX,n02958343,car.n.01,0/1/0,0/0/-1,-100.0/0.27713776/-230.76501,100.0/126.98801/235.23499,200.0/126.71087/466.0,
248,365,column,column,1.0,wall,column/__SYM_ROTATE_UP_4,n03074380,column.n.06,,,-16.0/0.0/-16.0,16.0/270.0/16.0,32.0/270.0/32.0,
249,366,column,column,1.0,wall,column/__SYM_ROTATE_UP_INF,n03074380,column.n.06,,,-15.000001/0.0/-15.000001,15.000001/270.0/15.000001,30.000002/270.0/30.000002,
250,367,column,column,1.0,wall,column/__SYM_ROTATE_UP_4,n03074380,column.n.06,,,-17.0/0.0/-17.0,17.0/270.0/17.0,34.0/270.0/34.0,
251,368,fence,fence,2.0,door,fence/__SYM_REFLECT_FB,n03327234,fence.n.01,,,-93.9738/0.0/-7.4755497,93.996994/69.8267/7.47558,187.9708/69.8267/14.95113,
252,369,fence,fence,2.0,door,fence/__SYM_REFLECT_FB,n03327234,fence.n.01,,,-93.996994/0.0/-7.47558,93.9738/69.8267/7.4755497,187.9708/69.8267/14.95113,
253,370,fence,fence,2.0,door,fence/__SYM_REFLECT_FB,n03327234,fence.n.01,,,-164.99509/0.0/-14.9886,164.9873/199.9874/14.988699,329.9824/199.9874/29.977299,
254,371,fence,fence,2.0,door,fence/__SYM_REFLECT_FB,n03327234,fence.n.01,,,-164.99509/0.0/-14.9886,164.9873/199.9874/14.988699,329.9824/199.9874/29.977299,
255,372,fence,fence,2.0,door,fence/__SYM_REFLECT_FB,n03327234,fence.n.01,,,-165.16052/0.0/-14.9886,164.9873/176.3438/14.988699,330.14783/176.3438/29.977299,
256,373,fence,fence,2.0,door,fence/__SYM_REFLECT_FB,n03327234,fence.n.01,,,-164.9873/0.0/-14.988699,165.16052/176.3438/14.9886,330.14783/176.3438/29.977299,
257,374,fence,fence,2.0,door,fence/__SYM_ROTATE_UP_2,n03327234,fence.n.01,,,-124.987495/0.8020935/-2.1102,124.987495/164.8306/1.8899001,249.97499/164.0285/4.0001,
258,375,fence,fence,2.0,door,fence/__SYM_ROTATE_UP_2,n03327234,fence.n.01,,,-125.0/5.1531067/-1.5136,125.0/183.1268/1.4864,250.0/177.9737/3.0,
259,376,fence,fence,2.0,door,fence/__SYM_ROTATE_UP_2,n03327234,fence.n.01,,,-123.0/11.427292/-1.5143,123.0/198.4102/1.4857,246.0/186.98291/3.0,
260,377,outdoor_lamp,outdoor_lamp,2.0,lamp,outdoor_lamp/__SYM_ROTATE_UP_6,n03636649,lamp.n.02,,,-17.5/0.0/-17.5175,17.5/188.043/17.5175,35.0/188.043/35.035,
261,378,outdoor_lamp,outdoor_lamp,2.0,lamp,outdoor_lamp/__SYM_ROTATE_UP_2,n03636649,lamp.n.02,,,-51.458298/0.0/-8.7462,51.458298/259.9962/8.7462,102.916595/259.9962/17.4924,
262,379,fence,fence,2.0,door,fence/__SYM_ROTATE_UP_2,n03327234,fence.n.01,,,-125.0/4.0/-3.53829,125.0/65.0/0.4617529,250.0/61.0/4.000043,
263,380,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-69.9881/-0.0065994263/-39.967896,69.9881/69.9592/40.0036,139.9762/69.9658/79.9715,
264,381,outdoor_lamp,outdoor_lamp,2.0,lamp,outdoor_lamp/__SYM_ROTATE_UP_4,n03636649,lamp.n.02,,,-8.0/0.0/-8.0,8.0/65.0596/8.0,16.0/65.0596/16.0,
265,382,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-99.682495/0.0/-44.659298,99.682495/95.652596/43.7913,199.36499/95.652596/88.4506,
266,383,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-40.0/0.0/-28.999802,40.0/223.599/28.996399,80.0/223.599/57.9962,
